ИД;Количество комнат;Тип;Адрес;Площадь, м2;Жилая площадь, м2;Площадь кухни, м2;Планировка;Этаж;Дом;Год постройки;Год сдачи;Аварийность;Подъезды;Отопление;Газ;Перекрытия;Отделка;Парковка;Цена;Рыночная цена;Телефоны;Описание;Ремонт;Площадь комнат, м2;Балкон;Окна;Санузел;Есть телефон;Название ЖК;Серия дома;Высота потолков, м;Лифт;Мусоропровод;Ссылка на объявление
239439058;;Вторичка;Севастополь, р-н Ленинский, ул. Трудовая, 25На карте;180 м;124 м;21,5 м;;4 из 4;Блочный;;;;;;;;;;13 900 000 ;15 420 000 ;+7 978 804-27-57;"Если Вы мечтали жить в своём 2-х этажном доме с дизайнерским ремонтом, но пока отложили свои мечты, не волнуйтесь!  ЕСТЬ  ОТЛИЧНАЯ  ИДЕЯ !
Предлагаю пятикомнатную двухуровневую  квартиру 180 кв м на 4 этаже четырёхэтажного современного дома (комнаты  -- 17; 19; 24, кухня --21, прихожая 10, с/у  7, на втором уровне комнаты 26; 37, с/у  7).
Квартира в черновой отделке, от застройщика! Фантазируйте  мечты сбываются!
Дом стоит в тихом месте, близко к историческому центру города, куда не долетают шум и суета жизни. С четвёртого  этажа открывается красивый вид на город, на бухту и  Владимирский собор.
Великолепная транспортная развязка и инфраструктура  всё рядом, в шаговой доступности.
Спешите купить! В этом доме все квартиры выкуплены и  их продажа происходит крайне редко!
Звоните! Отвечу на все вопросы.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/239439058/
226284525;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;53,37 м;17,3 м;11,1 м;;1 из 3;;;4 кв. 2020;;;;;;;;4 109 490 ; ;+7 869 288-86-57;Продается 1-комнатная квартира, в строящемся доме, срок сдачи: IV-кв. 2020, общей площадью 53.37 кв.м., на 1 этаже.;;;1 лоджия;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/226284525/
239742880;;Новостройка;Севастополь, р-н Гагаринский, ул. Парковая, 7На карте;64,3 м;18,4 м;20,2 м;;2 из 11;;;4 кв. 2018;;;;;;;;12 164 853 ; ;+7 365 288-86-29;Продается 2-комнатная квартира, в сданном доме (Корпус 1), общей площадью 64.30 кв.м., на 2 этаже.;;;1 балкон;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/239742880/
226284571;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;38,23 м;16,9 м;;;3 из 3;;;4 кв. 2020;;;;;;;;3 631 850 ; ;+7 869 288-86-57;Продается 1-комнатная квартира, в строящемся доме, срок сдачи: IV-кв. 2020, общей площадью 38.23 кв.м., на 3 этаже.;;;1 балкон;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/226284571/
226284409;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;64,69 м;;;;2 из 3;;;2 кв. 2021;;;;;;;;5 822 100 ; ;+7 869 288-86-57;"Продается 2-комнатная квартира, в строящемся доме (Дом 8 ""Фрегат""), срок сдачи: II-кв. 2021, общей площадью 64.69 кв.м., на 2 этаже.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/226284409/
238814062;;Вторичка;Севастополь, р-н Нахимовский, мкр. Горпищенко, ул. Горпищенко, 109На карте;61 м;40 м;10 м;;6 из 10;;;;Нет;;;;;;;5 650 000 ;5 270 000 ;+7 978 804-27-57;"Жилой комплекс ""Атмосфера"" возводится на улице Горпищенко, в той части, которая сегодня активно застраивается новостроями, образующими новый современный микрорайон. 
В июле 2021 вы уже можете делать там ремонт, заезжать и жить!

Данный микрорайон пользуется спросом у молодых семей и людей, приобретающих свое первое жилье, благодаря экологичности (рядом с сосновым лесом), тишине и атмосфере благополучия.

Квартира находится на 6-м этаже 10-ти этажного жилого дома.
Общая площадь 61,5 кв.м.,  удобная планировка правильной формы. Два балкона из гостиной и комнаты! 
Шикарный вид на море и горы!
Установлен двухконтурный газовый котел.

Жилой комплекс оборудован детской и спортивной площадкой, есть достаточное количество парко мест. А для максимального комфорта-предусмотрена внутренняя инфраструктура, которая позволит новоселам совершать необходимые ежедневные покупки и получать услуги прямо на территории жилого комплекса.

На территории комплекса расположились уединенные дворы, закрытые от дороги; комплексное озеленение территории с газонами и цветниками; много света и вид на горы.
Остановка общественного транспорта находится в 1 минуте ходьбы. Удобные выезды из города совсем рядом, планируя поездку на Южный Берег Крыма или в аэропорт, вы минуете все городские пробки!

Профессиональная консультация и сопровождение от звонка, до получения ключей от вашей новой квартиры! Звоните";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/238814062/
226284680;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;49,62 м;17,1 м;13,1 м;;10 из 10;;;2 кв. 2021;;;;;;;;4 118 460 ; ;+7 869 288-86-57;"Продается 1-комнатная квартира, в строящемся доме (Дом 7.1 ""Флагман""), срок сдачи: II-кв. 2021, общей площадью 49.62 кв.м., на 10 этаже.";;;1 лоджия;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/226284680/
239743365;;Новостройка;Севастополь, р-н Гагаринский, ул. Парковая, 7На карте;165,8 м;;;;10 из 11;;;4 кв. 2018;;;;;;;;38 835 998 ; ;+7 365 288-86-29;Продается 2-комнатная квартира, в сданном доме (Корпус 1), общей площадью 165.80 кв.м., на 10 этаже.;;;1 балкон;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/239743365/
243819231;;Вторичка;Севастополь, р-н Гагаринский, мкр. 5-й, проезд Готский, 16На карте;93 м;49,3 м;17 м;;3 из 4;Блочный;;;;;;;;;;11 500 000 ; ;+7 978 804-27-57;"Вам хочется жить в частном доме в черте города? Хочу предложить шикарную 4-х комнатную квартиру по адресу Готский Проезд. Квартира 93 кв м с АГВ на 3 этаже 4-х этажного дома, выполнена в авторском стиле, окна выходят на все стороны   света  и Вы можете любоваться   прекрасными восходами и закатами, замечать малейшие нюансы в изменении настроения природы.
Обратите внимание на 3 раздельные спальни по 8 кв м каждая, большой и светлый зал 26кв м, холл 19 кв м, кухню- столовую 16 в м. В квартире есть всё необходимое: гардеробная, кладовая, раздельный с/у. Высокие потолки создают эффект пространства.
 В доме есть гараж, рядом паркоместо. Вся необходимая инфраструктура в шаговой доступности  магазины, супермаркеты ( Добрострой, Новус, Пуд), музыкальная и общеобразовательные школы, детский сад, аптеки, банки, остановки общественного транспорта.
Документы российские, любая форма оплаты. Звоните! Отвечу на все вопросы.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/243819231/
232569837;;Вторичка;Севастополь, р-н Ленинский, мкр. Остряки, ул. Генерала Лебедя, 18На карте;73 м;41,1 м;9,2 м;;4 из 5;Кирпичный;1989;;Нет;2;Центральное;Центральное;Железобетонные;;;8 000 000 ;7 890 000 ;+7 978 804-27-57;"В продаже трёхкомнатная квартира улучшенной планировки на четвертом этаже пятиэтажного дома,
построен из инкерманского камня в 1989 году. Расположен по адресу ул. Генерала Лебедя, д. 18,
квартира находится в середине дома.

Все комнаты изолированы! Общая площадь квартиры 75 квадратных метров, жилая 41,1 м. Гостиная площадью 18.6 кв.м., детская - 10 квадратных метров, третья комната 12,5 кв.м. Просторная прихожая, вместительная кладовая площадью 1,5 метра. Квадратная кухня 9,2, раздельный санузел. Из кухни есть выход на застекленный балкон, также есть лоджия в гостиной и детской, оборудована под кабинет.

Состояние квартиры - хорошее, частично сделан новый ремонт. Полностью застеклена металлопластиковыми окнами, установлена газовая колонка, заменены все трубы на кухне и в санузле.

В квартире нет перепланировок! Подойдёт покупателям с гражданской и военной ипотекой, маткапиталом, жилищными
сертификатами.

Дом находится на расстоянии 5 минут от остановки Генерала Лебедя. В пешей доступности детские сады  59, 122, 127, школа  8 и  38. На расстоянии одной остановки расположен ТЦ ""NOVUS"" и продуктовый рынок, аптеки, почта, различные магазины, фитнес-центр, кафе и бары на Ваш выбор.

Документы российского образца. Идеально подойдёт для семьи с детьми!

Звоните!";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/232569837/
232569771;;Вторичка;Севастополь, р-н Гагаринский, мкр. Омега, просп. Античный, 4На карте;85,9 м;47,1 м;15 м;;5 из 8;;2007;;Нет;21;Котел/Квартирное отопление;Центральное;Железобетонные;;;13 990 000 ;8 970 000 ;+7 978 804-27-57;"Продается двухкомнатная квартира на проспекте Античный, 4.
Квартира расположена в элитном доме в ЖК ""Жемчужина"" на пятом этаже восьмиэтажного дома. Общая площадь квартиры 86 квадратных метров, кухня 15 квадратных метров, коридор 13 квадратных метров, жилая 47 квадратных метров, просторный сан.узел 8 квадратных метров и два застекленных балкона. Высота потолков три метра. 
В квартире выполнен качественный ремонт: заменена электропроводка, встроенное газовое оборудование, двухконтурный котел, переложены стены, проведена звукоизоляция, установлены кондиционеры. Во всей квартире и на балконах установлены   окна, произведенные на заказ от немецкого профиля TROCAL, что обеспечивает двойное остекление. Вся мебель произведена и изготовлена по индивидуальному заказу под дизайн Вашей будущей квартиры!
Вас покорит просторная, светлая кухня, из которой Вы можете выйти на балкон навстречу утреннему солнцу и выпить чашку ароматного чая или кофе. А уютная спальня  обеспечит спокойный и приятный отдых после рабочего дня или подарит романтическое настроение для двоих. Индивидуальность стиля этой квартиры создаст Вам особую атмосферу проживания. 
Не мало важное преимущество это закрытая, охраняемая территория, паркинг и 400 метров от МОРЯ!
Вы приобретаете свободу, спокойствие, престиж и высочайший уровень безопасности жизни для себя и своей семьи. Звоните!!";;;;;;;;;;21 всего;;https://sevastopol.cian.ru/sale/flat/232569771/
237948516;;Вторичка;Севастополь, р-н Ленинский, мкр. Матюха, ул. Ленинградская, 11На карте;238 м;173,3 м;20 м;;4 из 5;Монолитный;;;;;;;;;;27 000 000 ; ;+7 978 804-27-57;"Продаётся эксклюзивная, роскошная квартирa нa четвёртом этажe, пятиэтажного домa.  Квaртиpa занимaет весь этaж, всегo их в доме пять, где расположено пять кваpтир. 

Все условия для тех, кто ценит комфорт и безопасность: закрытая охраняемая территория, ворота  с автоматической системой, консьерж, лифт. Вы можете подняться в свою квартиру по лестнице из красивой кафельной плитки. В стоимость включено паркоместо в паркинге на цокольном этаже.

Такой объект отлично подойдет как для любителей комфортного проживания в элитных районах и непосредственной близости к центру города, так и для любителей культурного наследия на берегу чёрного моря. А также станет удачной инвестицией под бизнес! 

Рассматриваем все виды расчёта!

Общая площадь-238 кв. м, жилая -153.3  квадратных метра, большая, удобная кухня-столовая, почти из каждой комнаты есть выход на балкон, откуда открывается потрясающий вид на Херсонес и Владимирский собор! 

Дизaйнepcкий евpоpемoнт в благородном классическом стиле: лепнина на потолке, дорогая итальянская мебель, встроенная техника, шесть кондиционеров, в ванной и санузле арабский кафель. Весь этот изысканный и шикарный интерьер не оставит Вас и Ваших друзей и близких равнодушным! Ремонт в квартире выполнен с учётом комфортной жизни большой и дружной семьи. Все детали продуманы до мелочей!

В непосредственной близости - торговые центры, гимназия и три школы, шесть детских садов, мед. училище и Морской колледж, университет им. Плеханова и СГУ; а также поликлиники, больница и роддом. Пляжи  Солнечный и Песочный, парки - Заповедник Херсонес, сквер им. Ахматовой, отдалённость от центра 1,8 км, 7 минут на автомобиле.

Документы готовы к продаже. Профессиональная консультация и сопровождение от звонка, до получения ключей от новой квартиры. 

Звоните, и мы с удовольствием пригласим Вас на показ!";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/237948516/
245034870;;Новостройка;Севастополь, р-н Гагаринский, ул. Летчиков, 6На карте;41,2 м;;;;4 из 4;;;1 кв. 2019;;;;;;;;6 686 612 ; ;+7 869 277-74-96;Продается 1-комнатная квартира, в сданном доме, общей площадью 41.20 кв.м., на 4 этаже.;;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/245034870/
226284402;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;31,01 м;;;;1 из 3;;;2 кв. 2021;;;;;;;;2 883 930 ; ;+7 869 288-86-57;"Продается 1-комнатная квартира, в строящемся доме (Дом 8 ""Фрегат""), срок сдачи: II-кв. 2021, общей площадью 31.01 кв.м., на 1 этаже.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/226284402/
243597283;;Вторичка;Севастополь, р-н Гагаринский, мкр. 5-й, ул. Тараса Шевченко, 23АНа карте;104 м;60 м;20 м;;9 из 10;Монолитный;;;;;;;;;;16 500 000 ;8 080 000 ;+7 978 804-27-57;"Выбираете  для себя эксклюзивную квартиру в Гагаринском районе? Тогда это предложение для Вас! Шикарная альтернатива дому! Продам элитную двухуровневую квартиру по адресу Шевченко 23 а.

Сама квартира очень просторная, с индивидуальной планировкой, расположена в самом востребованном Гагаринском районе, в новом доме 2017 года, на 9 и 10 этажах, с шикарнейшим видом на море!

Общая площадь квартиры составляет по документам 104 кв.м. На первом этаже квартиры (это 9 этаж дома) Вы входите в просторный холл, здесь же гостиная, объединенная со столовой зоной, расположилась на 35 кв.м., туалетная комната и основное  шикарный панорамный вид на город и море. Посмотрите на фото!

На втором этаже квартиры (это 10 этаж дома) Вы попадаете по деревянной резной лестнице, и уже там 3 раздельных комнаты: детская, комната для подроста и шикарная спальня, с кабинетом и выходом на свою собственную террасу, еще один сан.узел и комната для хранения вещей.

Благодаря большому количеству окон в квартире Вы в любое время сможете любоваться прекрасным видом! По всей квартире установлен теплый пол, выполнен дорогостоящий евроремонт, остается абсолютно вся мебель и техника! 

Такая недвижимость уникальна и подойдет тому, кто хочет подчеркнуть свой статус, обеспечить комфорт своей жизни в окружении престижного соседства.

Хотите посмотреть? Звоните!";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/243597283/
219771210;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;61,38 м;32 м;8,8 м;;2 из 10;;;2 кв. 2021;;;;;;;;4 910 400 ; ;+7 869 288-86-57;"Продается 2-комнатная квартира, в строящемся доме (Дом 7.2 ""Флагман""), срок сдачи: II-кв. 2021, общей площадью 61.38 кв.м., на 2 этаже.";;;2 лоджии;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/219771210/
232090747;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;33,49 м;;;;3 из 3;;;2 кв. 2021;;;;;;;;4 096 389 ; ;+7 869 288-86-57;"Продается 1-комнатная квартира, в строящемся доме (Дом 8 ""Фрегат""), срок сдачи: II-кв. 2021, общей площадью 33.49 кв.м., на 3 этаже.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/232090747/
232090757;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;58,03 м;;;;3 из 3;;;2 кв. 2021;;;;;;;;7 378 935 ; ;+7 869 288-86-57;"Продается 1-комнатная квартира, в строящемся доме (Дом 8 ""Фрегат""), срок сдачи: II-кв. 2021, общей площадью 58.03 кв.м., на 3 этаже.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/232090757/
232090763;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;77,6 м;;;;1 из 3;;;2 кв. 2021;;;;;;;;7 760 000 ; ;+7 869 288-86-57;"Продается 2-комнатная квартира, в строящемся доме (Дом 8 ""Фрегат""), срок сдачи: II-кв. 2021, общей площадью 77.60 кв.м., на 1 этаже.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/232090763/
229559078;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;79,52 м;;;;3 из 3;;;2 кв. 2021;;;;;;;;13 225 651 ; ;+7 869 288-86-57;"Продается 2-комнатная квартира, в строящемся доме (Дом 8 ""Фрегат""), срок сдачи: II-кв. 2021, общей площадью 79.52 кв.м., на 3 этаже.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/229559078/
239743051;;Новостройка;Севастополь, р-н Гагаринский, ул. Парковая, 7На карте;62,3 м;18,4 м;20,2 м;;2 из 11;;;4 кв. 2018;;;;;;;;11 225 214 ; ;+7 365 288-86-29;Продается 1-комнатная квартира, в сданном доме (Корпус 1), общей площадью 62.30 кв.м., на 2 этаже.;;;1 балкон;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/239743051/
239742988;;Новостройка;Севастополь, р-н Гагаринский, ул. Парковая, 7На карте;60,4 м;19,6 м;19,7 м;;4 из 11;;;4 кв. 2018;;;;;;;;11 427 016 ; ;+7 365 288-86-29;Продается 1-комнатная квартира, в сданном доме (Корпус 1), общей площадью 60.40 кв.м., на 4 этаже.;;;1 балкон;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/239742988/
239743115;;Новостройка;Севастополь, р-н Гагаринский, ул. Парковая, 7На карте;66,7 м;18,5 м;21,1 м;;5 из 11;;;4 кв. 2018;;;;;;;;12 919 357 ; ;+7 365 288-86-29;Продается 1-комнатная квартира, в сданном доме (Корпус 1), общей площадью 66.70 кв.м., на 5 этаже.;;;1 балкон;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/239743115/
239743108;;Новостройка;Севастополь, р-н Гагаринский, ул. Парковая, 7На карте;92,6 м;14,2 м;37,5 м;;4 из 11;;;4 кв. 2018;;;;;;;;18 353 135 ; ;+7 365 288-86-29;Продается 2-комнатная квартира, в сданном доме (Корпус 1), общей площадью 92.60 кв.м., на 4 этаже.;;;2 балкона;;1 совмещенный;;;;;;;https://sevastopol.cian.ru/sale/flat/239743108/
243809093;;Вторичка;Севастополь, р-н Гагаринский, мкр. Стрелецкая, ул. Репина, 15/3На карте;266 м;124 м;37 м;;1 из 6;;2008;;Нет;3;Котел/Квартирное отопление;Центральное;Железобетонные;;;17 000 000 ;22 600 000 ;+7 978 804-27-57;"Эксклюзивное предложение для большой и дружной семьи, которая по достоинству оценит все плюсы этого предложение. 

Квартира на первом этаже шестиэтажного дома. Общая его площадь составляет 266 кв.метров.  Состоит из огромной кухни-гостиной, кабинета, гардеробной, трех бытовых помещений, двух сан.узлов и трех жилых комнат. Высота потолков составляет более трех метров. Все комнаты очень просторные. Везде выполнен качественный ремонт с использованием дорогих строительных материалов. В квартире установлен двухконтурный газовый котел АГВ. В квартире останется все, что необходимо для комфортного проживания. 

Квартира оснащена отдельным входом и своими парковочными местами. 

Дом расположен в районе с очень развитой инфраструктурой. Все социально значимые объекты инфраструктуры находятся в шаговой доступности. Магазины, школы, детские сады, аптеки, поликлиника. Очень хорошая транспортная развязка, пять минут пешком до нескольких остановок общественного транспорта, с которых без труда можно уехать в любой район города.

Это эксклюзивное предложение на рынке недвижимости Севастополя! Советую не затягивать, а звонить мне прямо сейчас, задавать все интересующие Вас вопросы и записываться на показ! Буду рада оперативно показать Вам эту необычную квартиру!

Полное сопровождение от звонка до получения ключей от квартиры.

Работаем без комиссии для покупателя!";;;;;;;;;;3 всего;;https://sevastopol.cian.ru/sale/flat/243809093/
239331886;;Вторичка;Севастополь, р-н Гагаринский, мкр. Омега, просп. Античный, 4На карте;160 м;125,2 м;12,6 м;;8 из 8;;2007;;Нет;21;Котел/Квартирное отопление;Центральное;Железобетонные;;;14 900 000 ;15 940 000 ;+7 978 804-27-57;"Продаётся шикарная двухуровневая пятикомнатная квартира с ремонтом и мебелью,  в элитном комплексе ""Жемчужина Омеги"" 

Общая площадь: 160 м Жилая площадь: 125.2 м Площадь кухни: 12.6 м

- На первом этаже две раздельные большие комнаты, кухня, лоджия, раздельный с/у, в ванной комнате первого этажа имеется хамам. На этаже выполнен качественный ремонт в классическом стиле, в квартире полностью поменяна проводка и установлены дополнительные УЗО. Этаж полностью готов к проживанию.

- На втором этаже три комнаты и с/у. Этаж находится в состоянии предчистовой отделке, что позволит вам воплотить свои дизайнерские предпочтения, строительный материал, для ремонта в нужном количестве, находится там же, так же имеется большая ванна, готовая к установке.

Жилой комплекс ""Жемчужина Омеги"", не имеющий аналогов на современном рынке элитного жилья в Севастополе. Является домом образцового содержания, введён в эксплуатацию в 2007 году. 

Комплекс имеет свою собственную службу безопасности, обеспечивающую вход на территорию только жителям комплекса, осуществляется её видеофиксация. Таким образом комплекс становится ещё более безопасным, где дети могут спокойно проводить время во дворе самостоятельно.  К услугам жителей комплекса  собственный мини-детский сад, кафе, аптека, магазины продуктов. 

Вас приятно удивит развитая инфраструктура и близость к морю всего 400м !!!

Я с удовольствием покажу Вам эту квартиру и отвечу на все вопросы. Звоните!!!";;;;;;;;;;21 всего;;https://sevastopol.cian.ru/sale/flat/239331886/
226284711;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;48,44 м;;;;7 из 10;;;2 кв. 2021;;;;;;;;4 020 520 ; ;+7 869 288-86-57;"Продается 1-комнатная квартира, в строящемся доме (Дом 7.1 ""Флагман""), срок сдачи: II-кв. 2021, общей площадью 48.44 кв.м., на 7 этаже.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/226284711/
234038908;;Вторичка;Севастополь, р-н Ленинский, мкр. Остряки, просп. Генерала Острякова, 136На карте;178,5 м;64,6 м;11,6 м;;5 из 5;Панельный;2000;;Нет;3;Центральное;Центральное;Железобетонные;;;12 000 000 ;11 290 000 ;+7 978 804-27-57;"Просторная четырехкомнатная квартира с мансардой на Проспекте Генерала Острякова 136-идеальное решение для большой семьи!
Квартиру можно приобрести по гражданской или военной ипотеке, и с использованием материнского капитала. 
Квартира находится на 5-м этаже 6-ти этажного жилого дома Чешского проекта. Общая площадь квартиры 178,5 кв.м, жилая 64,6 кв.м.
Четыре просторные раздельные комнаты площадью 20+22+8+15 кв.м, кухня 11,6 кв.м. Площадь мансарды 78 кв.м.
Рядом с домом находится 7-я гимназия, детские сады 114 и 118, продуктовый супермаркет ПУД, банки, аптеки, остановка общественного транспорта.
Придомовая территория благоустроена, утопает в зелени цветущих растений. Достаточное количеством паркомест, детская площадка, зона для отдыха.
Профессиональная консультация и сопровождение клиента от звонка до получения ключей от новой квартиры! Рады Вам! Звоните.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/234038908/
232569876;;Вторичка;Севастополь, р-н Ленинский, мкр. Матюха, ул. Ковпака, 68На карте;87,3 м;64,2 м;7,5 м;;5 из 5;Блочный;1987;;Нет;6;Центральное;Центральное;Железобетонные;;;8 900 000 ;8 100 000 ;+7 978 804-27-57;"Продается четырехкомнатная квартира в центре Севастополя по адресу ул. Ковпака 68. 

Дом постройки 1987г. блочный с железобетонными перекрытиями.
5-й этаж пятиэтажного дома.
Общая площадь: 87,3м +3 балкона 
Жилая площадь квартиры  64,2м, 
Комнаты изолированные  18,8 м, 18,1м, 15,1м и 12,2м
Кухня - 7,5 метра.   Санузел раздельный

Квартира уютная, видовая, с видом на море.
Квартира имеет 3 балкона площадью 10.4 кв.м , которая не учтена в общей площади квартиры. Все балконы остеклены (стеклопакеты). Квартира утеплена снаружи полностью, Установлено индивидуальное отопление (2-х контурный газовый котел), с балконов видно море до самой Качи, Очень хорошо видны все праздничные мероприятия, проходящие в городе (салюты). Квартира продается с мебелью. В шаговой доступности магазины и остановки, а также вся инфраструктура

Транспортная развязка позволяет добраться в любую часть города без пересадок.

Квартира отлично подойдет любителям комфортного проживания в тихом центре

Звоните, записывайтесь на просмотр.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/232569876/
244067542;;Вторичка;Севастополь, р-н Ленинский, мкр. Матюха, ул. Балтийская, 14На карте;167 м;88,5 м;30,2 м;;7 из 8;Монолитный;2009;;Нет;3;Котел/Квартирное отопление;Центральное;Железобетонные;;;15 000 000 ;13 720 000 ;+7 978 804-27-57;"Продаётся пятикомнатная видовая двухуровневая квартира в развитом районе на Балтийской 14.

Квартира находится на седьмом и восьмом этажах восьмиэтажного дома, 2009 года постройки! 

Общая площадь квартиры 167.3 м, жилая 88.5 м. На первом этаже находится две комнаты 12.6 м и 14.1 м, кухня, совмещённая с гостиной 30.2 м, гардеробная, ванная комната и отдельное помещение хоз. назначения.
На 2 этаже большие комнаты 30,9 м2 и 22 м2, очень большая ванна 20 м2 и гардеробная. Все комнаты раздельные.
Квартира светлая, с прекрасным видом на море и Владимирский собор в Херсонесе! 
Второй этаж на завершающей стадии ремонта, в подарок остаются качественные стройматериалы! 

Дом расположен в развитом и самом удобном районе города! 
В пешей доступности находится тц ""Фуршет"", ""Муссон"", ""Новус"", ""Лаванда"", рынок ""Соловьи"", ""Чайка"", спортзалы, магазины, Городская больница  1, детский сад  2  14, школа  43 школа 45, гимназия 24. Отличная транспортная развязка, до ближайшей остановки общественного транспорта  1 минута пешком.
Квартира идеально подойдет для постоянного проживания большой и дружной семьи.

Квартира продаётся за наличный расчёт, так же возможно использования материнского капитала и жилищных сертификатов.

Для просмотра и получения информации пишите и звоните, с удовольствием отвечу на все интересующие вас вопросы!";;;;;;;;;;3 всего;;https://sevastopol.cian.ru/sale/flat/244067542/
242988991;;Вторичка;Севастополь, р-н Нахимовский, мкр. Радиогорка, ул. Громова, 60На карте;67,1 м;40 м;8 м;;1 из 9;Панельный;1985;;Нет;11;Центральное;;Железобетонные;;;7 700 000 ;6 980 000 ;+7 978 804-27-57;"Продаётся отличная трехкомнатная квартира на улице Громова 60 (Радиогорка)!

Квартира отлично подойдет для большой и дружной семьи, любящей тишину и комфорт.

Квартира расположена на 1 высоком этаже 9-ти этажного дома из инкерманского камня 1985 года постройки.

Общая площадь квартиры - 67.1 кв.м, жилая  40 кв.м., комнаты - 18.0 кв.м.,  12.1 кв.м. и 8.9 кв.м., два коридора  4.9 кв.м. и 1.8 кв.м., кухня - 8 кв.м., санузел раздельный.

В квартире выполнен ремонт из качественных материалов.
Отопление центральное, установлен бойлер, кондиционер.

В трех минутах ходьбы от дома находится причал для катеров, что позволит максимально быстро добираться в центр города.

В шаговой доступности гимназия 5, детский сад  126 и  40. Рядом находится  множество магазинов, аптеки, рынок.

В пешей доступности располагаются два самых популярных пляжа северной стороны  пляж ""Учкуевка"" и пляж ""Толстяк"", так же недалеко находится новый парк ""Учкуевка"", что даст Вам возможность активно проводить время с семьёй.

Все документы готовы к продаже.
Полное сопровождение на всех этапах, до получения ключей от квартиры.
 Звоните прямо сейчас, с удовольствием отвечу на все ваши вопросы и проведу показ!

Рассмотрим покупателей с наличным расчетом.

Работаем без комиссии для покупателей!";;;;;;;;;;11 всего;;https://sevastopol.cian.ru/sale/flat/242988991/
226284399;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;63,95 м;;;;1 из 3;;;2 кв. 2021;;;;;;;;5 755 500 ; ;+7 869 288-86-57;"Продается 2-комнатная квартира, в строящемся доме (Дом 8 ""Фрегат""), срок сдачи: II-кв. 2021, общей площадью 63.95 кв.м., на 1 этаже.";;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/226284399/
229559113;;Новостройка;Севастополь, р-н Гагаринский, ул. Военных Строителей, 12/1На карте;38,67 м;;;;2 из 3;;;4 кв. 2020;;;;;;;;3 480 300 ; ;+7 869 288-86-57;Продается 1-комнатная квартира, в строящемся доме, срок сдачи: IV-кв. 2020, общей площадью 38.67 кв.м., на 2 этаже.;;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/229559113/
245034774;;Новостройка;Севастополь, р-н Гагаринский, ул. Летчиков, 6На карте;44,9 м;;;;2 из 4;;;1 кв. 2019;;;;;;;;6 091 832 ; ;+7 869 277-74-96;Продается 1-комнатная квартира, в сданном доме, общей площадью 44.90 кв.м., на 2 этаже.;;;;;;;;;;;;https://sevastopol.cian.ru/sale/flat/245034774/
