название;ссылка;цена;адрес;описание
1-комн. кв., 31,1 м, 1/1 этаж;https://krym.cian.ru/sale/flat/240508332/;3 300 000 ;Республика КрымЯлта городской округАлупка;"В г. Алупка, пер. Слободской, 6 . Продаётся квартира в старом жилфонде с отдельным входом. Общая  пл. 31,1 кв. м., жилая пл. 21,5 кв.м., застекленная веранда пл. 9,6 кв.м.                                                           
В общем дворе отдельный вход в кухню общ.пл. 23 кв.м. где имеется вода,электричество, канализация( ванна,туалет), есть возможность перепланировки кухни.
Так же имеется сарай пл. 19,9 кв.м.  на отдельно стоящем от дома участке общ.пл. 60 кв. м. ( на уч. имеется вода).
Рядом магазины, детский сад,до моря 20 мин. пешком, рядом Воронцовский дворец.
ВОЗМОЖЕН ТОРГ"
1-комн. кв., 36 м, 1/2 этаж;https://krym.cian.ru/sale/flat/235430748/;5 000 000 ;Республика КрымЯлтаулица Сеченова37;Небольшая квартира в Ялте. Свое газовое отопление, теплые полы. Свой зеленый дворик. С возможностью пристройки.
2-комн. кв., 66,4 м, 7/9 этаж;https://krym.cian.ru/sale/flat/231129073/;5 500 000 ;Республика КрымЯлтаулица Тимирязева27Б;"ДОКУМЕНТЫ РОССИЙСКОГО ОБРАЗЦА ГОТОВЫ К  БЫСТРОЙ СДЕЛКЕ!!!!
  Предлагается к покупке двухкомнатная квартира, улучшенной планировки, расположенная на улице Тимирязева в городе Ялта. Квартира находится на седьмом этаже девятиэтажного дома. 
  Квартира общей площадью 66,3 м2 (включая два балкона). На жилую площадь приходится 31,1 м2 (комнаты по 17,7 м2 и 13,4 м2). В квартире достаточно просторная кухня, площадь которой 9,4 м2.  Данная планировка квартиры предусматривает наличие двух достаточно больших коридоров 4,4 м2 и 6,6 м2. Санузел раздельный.
  В квартире сделан ремонт. Отопление с центрального заменено на электрическое, что позволяет значительно экономить на коммунальных платежах. На горячую воду установлен бойлер. 
  Дом, в котором расположена квартира, находится в районе с хорошей инфраструктурой.  Рядом с домом несколько продуктовых магазинов, супермаркет, детские площадки, аптека, магазин бытовой химии Чистый дом, овощная лавка, хлебный и мясной павильоны. В пешей доступности от дома расположен детский сад Катюша, Екатериненский рынок. Дорога до Центра Ялты займет не более 10 минут езды на автомобиле, а к ближайшему пляжу Ялты не более 7 минут. Непосредственная близость к Южнобережному шоссе позволит избежать попадания в городские пробки. Неподалеку есть фитнесс  зал, и тренажерный зал."
2-комн. кв., 42 м, 1/6 этаж;https://krym.cian.ru/sale/flat/243234383/;4 500 000 ;Республика КрымЯлтаулица Сеченова16;2 ккв в Ялте на ул. Сеченова. 1 этаж 6-этажного дома. Общая площадь 42 м2, комнаты раздельные 17 и 14 м2, кухня 6 м2. Жилое состояние. Центральное отопление, газовая плита и колонка. Санузел совмещенный, ванна. Огороженный палисадник. Парковка на придомовой территории. В шаговой доступности школа, детский сад, площадка для игр, супермаркет, почта, магазины, рынок, остановка транспорта, парк. До Набережной и моря 15-20 минут неспешным шагом.
2-комн. кв., 57 м, 5/5 этаж;https://krym.cian.ru/sale/flat/248318105/;4 600 000 ;Республика КрымЯлтаулица Мисхорская1А;2х. комнатная квартира(грузинка),общая площадь 57м2 , 5/5 эт. дома. Комнаты раздельные, большая лоджия с кухни и комнаты, паркетный пол. Газовая плита, газ колонка. с/у раздельный. Состояние жилое. Вид на город и город. Тихий уютный район со всей инфраструктурой.Цена: 4.6 млн. рублей.
2-комн. кв., 43,4 м, 2/2 этаж;https://krym.cian.ru/sale/flat/249999367/;4 950 000 ;Республика КрымЯлтаулица Бассейная24;Собственник,документы готовы к продаже.Продается 2-х комнатная квартира,общ.пл.43,5м2,недалеко от центра,по ул.Бассейная д.24 кв.9.В историческом старинном доме где жил поэт Надсон С.Я.Высокие потолки-3м,толщина стен-0,5м,Дом летом прохладный,зимой теплый.Имеется застекленная.жилая лоджия.Есть газ(котел двухконтурнный)отопление.вода.центральная канализация.С квартирой во дворе имеется документально оформленный сарай с возможностью достройки второго этажа с видом на море.
Своб. планировка, 57 м, 1/4 этаж;https://krym.cian.ru/sale/flat/243455863/;3 720 000 ;Республика КрымАлушта городской округПартенит пгтулица Победы21;"К продаже предлагаются апартаменты в г. Алушта, пгт. Партенит, расположенные по адресу ул. Победы, д. 21. Посёлок городского типа на Южном берегу Крыма, входит в городской округ Алушта. Расположен в 15 км к юго-западу от Алушты.  Новостройка  находится в 800-х метрах от моря.   Дом 2-4-х этажный. На все помещения готовятся документы на  права собственности. Строительство завершено.  Апартаменты продаются без внутренней отделки. В апартаментах устанавливаются двухконтурные котлы, производится ввод коммуникаций: водоснабжение, водоотведение, электроэнергия, газоснабжение. Практически все помещения имеют отдельный вход с балконной галереи. В продаже так же подвальное помещение. Здание имеет собственную огороженную придомовую территорию с оборудованной въездной группой. Имеются места для парковки личного транспорта. 
При покупке предусмотрена система скидок и рассрочка.
	В городском поселке имеются все важные объекты инфраструктуры. Особого внимания заслуживает масштабный парк-памятник садово-паркового искусства Айвазовское и многочисленные санатории и парковые зоны.  Детский сад Ромашка и Теремок, школа  в ста метрах, поликлиника, аптеки, банк, магазины, кинотеатр, дельфинарий, бассейны,  расположены в шаговой  доступности.  Из окон дома открывается великолепный вид на город, горы и море. Автобусная станция находится недалеко, буквально в 700-ах метрах.  На общественном транспорте можно проехать весь южный берег Крыма."
1-комн. кв., 34,7 м, 5/5 этаж;https://krym.cian.ru/sale/flat/243433575/;4 032 245 ;Республика КрымЯлтаулица Красных Партизан5;"ID:21018. Предлагаем к продаже просторную 1-комнатную квартиру в Ялте, ул. Красных Партизан.

5-й этаж 5-этажного дома, проект - грузинка, общая площадь 34,7 кв.м, из них комната 17,5 кв.м, застекленная лоджия  8,2 кв.м, кухня 5,8 кв.м, санузел совмещенный.

Все коммуникации, отопление централизованное, установлен бойлер, стиральная машина, заменены окна.

Тихий обжитой район, рядом остановка маршруток, супермаркет и магазины."
2-комн. кв., 57,9 м, 8/9 этаж;https://krym.cian.ru/sale/flat/222784147/;5 200 000 ;Республика КрымАлушта городской округПартенит пгтулица Парковая;"Объект с балконом и прямым видом на море в пгт. Партенит.
 Находится в новом жилом комплексе, на 8-м этаже 9 этажного дома.
 В подъезде охрана, бесшумный лифт.
 Общая площадь 57,9 кв. м. 
 Планировка свободная, без перегородок, позволяющая спланировать пространство на Ваш вкус. 
 Два выхода на видовой незастекленный балкон.
 Заведены все коммуникации: электричество, вода, канализация.
 Жилой комплекс находится напротив проходной санатория Крым, паркинг, магазины, остановка общ. транспорта в 100 метрах.
 На закрытой территории  детская площадка, зона отдыха и загара у бассейна, беседка.
 Цена: 5 200 000 руб."
Студия, 39,5 м, 2/4 этаж;https://krym.cian.ru/sale/flat/226645949/;5 310 000 ;Республика КрымЯлтаулица Красина3;"Недвижимость в Крыму.  Квартира в Ялте. Продается квартира с отделкой ""под ключ"" в новом стильном жилом комплексе, в тихом, зеленом районе Ялты, с потрясающим видом на море, горы и всю Ялту. 
Квартира-студия с видом на горы, на 2-м этаже 4-х этажного дома, общей площадью 39,5м2. Комната 30м2, санузел 4,5м2, балкон 4,9м2. Квартира полностью готова к проживанию,  продается с качественным европейским ремонтом, установленной кухонной техникой , мебелью, посудой и постельным бельем. Санузел оборудован сантехникой бельгийских и немецких производителей, на полу Австрийский ламинат премиум-класса!   Автономная Японская климат-система : мультисплит. Удобное Расположение розеточных групп и выключателей освещения. Счетчики на воду и электроэнергию. Также в квартире не только автономное отопление и горячая вода (бойлер), но и своя система вентиляции и кондиционирования. Фасад квартры утеплен минеральной ватой слоем 100мм. 
Это современный жилой комплекс ,выполненный по индивидуальному европейскому проекту, на обособленной территории, в экологически чистом районе Ялты, в окружении леса и виноградников,  и красивейшей панорамой моря (в районе ""Поляны Сказок"", дельфинария и ТРЦ ""Конфетти"" ). Комплекс находится на закрытой , круглосуточно охраняемой территории, с пропускной системой, под видеонаблюдением, с консьерж-сервисом. На территории есть детская площадка, мангальная площадка, зоны отдыха и барбекю. Для комфорта и безопасности жителей комплекса автомобильная парковка вынесена за пределы комплекса и находится рядом. К жилому комплексу очень удобный подъезд с федеральной трассы , что позволяет избежать пробок в летнее время.   Все документы на квартиру в порядке и готовы к продаже."
1-комн. кв., 54 м, 1/12 этаж;https://krym.cian.ru/sale/flat/249632966/;4 200 000 ;Республика КрымЯлта городской округГаспра пгтшоссе Севастопольское52П;"В новом премиальном жилом комплексе ""Александрия"" продается квартира, свободной планировки, общей площадью 54.0 м2. Квартира расположена на 1м этаже трехсекционного 12-этажного здания.  Имеет широкий балкон площадью 3.5 м2, с которого открывается панорамный вид на море и горы. 

Квартира подготовлена к чистовому ремонту: установлены стеклопакеты, ровные полы и стены. Подведены узлы учета силовых электросетей, системы холодного и горячего водоснабжения, панельные радиаторы. Высота потолков  3.3 метра.

Инфраструктура комплекса: резервуар с питьевой водой на 1000 куб. м., персональная трансформаторная подстанция, автоматическая газовая котельная, цифровая телефонная станция, круглосуточная охрана и видеонаблюдение. На территории располагаются действующий SPA-центр с закрытым бассейном, ресторан, детская площадка, двухуровневый подземный паркинг и открытая гостевая парковка, тренажерный зал, а также спортивный городок на свежем воздухе, солярии, зона барбекю, беседки в тени парка для отдыха, а также две игровые площадки. Расстояние до моря и пляжей всего 800 метров. В пешей доступности расположены магазины, кафе, школа и детский сад. Все варианты покупки и аренды недвижимости - за 0 % комиссии. Все объекты проверяются."
1-комн. кв., 36,29 м, 7/8 этаж;https://krym.cian.ru/sale/flat/244775911/;4 850 000 ;Республика КрымЯлта городской округВиноградное пгтшоссе Бахчисарайское14Б;"Однокомнатная квартира в новом доме с прекрасным видом на всю Ялту, море и горы. Находится на 7 этаже.
Окончание строительства - 4 квартал 2020 года. 

Жк Горизонт Plaza - многоквартирный жилой комплекс с развитой инфраструктурой, находится в 2 км от набережной Ялты, по адресу Бахчисарайское шоссе 14Г, привлекает своим месторасположением в экологически чистом и тихом районе города. 

Из всех апартаментов открывается вид на гору Ай-Петри, на Чёрное море и на город. Непосредственная близость к лесу, к водопаду Учан-Су, к Царской тропе и Ливадийском дворцу.

Удобная транспортная развязка. Рядом, остановка общественного транспорта. 
На охраняемой территории предусмотрен паркинг, детская площадка и зона для семейного отдыха и магазин.

Высота этажа 3м, высота помещений 2,75.
Отопление и горячее водоснабжение домов от газового котла.
Обслуживание и эксплуатация производится застройщиком. 

Возможен небольшой торг. Обсуждается индивидуально."
2-комн. кв., 42 м, 2/5 этаж;https://krym.cian.ru/sale/flat/247346665/;3 999 000 ;Республика КрымЯлтаулица Григорьева44;Отличная , тёплая , сухая , уютная 2 х. Квартира ! Чистый подъезд, окна на две стороны, видео море ! Есть одно стеклопластиков окно ! Это самая низкая цена , на данный момент в Ялте! Подходит под Ипотеку , субсидии и т . д . Один собственник ! Документы , готовы к сделке !
2-комн. кв., 43,4 м, 2/2 этаж;https://krym.cian.ru/sale/flat/249999367/;4 950 000 ;Республика КрымЯлтаулица Бассейная24;Собственник,документы готовы к продаже.Продается 2-х комнатная квартира,общ.пл.43,5м2,недалеко от центра,по ул.Бассейная д.24 кв.9.В историческом старинном доме где жил поэт Надсон С.Я.Высокие потолки-3м,толщина стен-0,5м,Дом летом прохладный,зимой теплый.Имеется застекленная.жилая лоджия.Есть газ(котел двухконтурнный)отопление.вода.центральная канализация.С квартирой во дворе имеется документально оформленный сарай с возможностью достройки второго этажа с видом на море.
Своб. планировка, 57 м, 1/4 этаж;https://krym.cian.ru/sale/flat/243455863/;3 720 000 ;Республика КрымАлушта городской округПартенит пгтулица Победы21;"К продаже предлагаются апартаменты в г. Алушта, пгт. Партенит, расположенные по адресу ул. Победы, д. 21. Посёлок городского типа на Южном берегу Крыма, входит в городской округ Алушта. Расположен в 15 км к юго-западу от Алушты.  Новостройка  находится в 800-х метрах от моря.   Дом 2-4-х этажный. На все помещения готовятся документы на  права собственности. Строительство завершено.  Апартаменты продаются без внутренней отделки. В апартаментах устанавливаются двухконтурные котлы, производится ввод коммуникаций: водоснабжение, водоотведение, электроэнергия, газоснабжение. Практически все помещения имеют отдельный вход с балконной галереи. В продаже так же подвальное помещение. Здание имеет собственную огороженную придомовую территорию с оборудованной въездной группой. Имеются места для парковки личного транспорта. 
При покупке предусмотрена система скидок и рассрочка.
	В городском поселке имеются все важные объекты инфраструктуры. Особого внимания заслуживает масштабный парк-памятник садово-паркового искусства Айвазовское и многочисленные санатории и парковые зоны.  Детский сад Ромашка и Теремок, школа  в ста метрах, поликлиника, аптеки, банк, магазины, кинотеатр, дельфинарий, бассейны,  расположены в шаговой  доступности.  Из окон дома открывается великолепный вид на город, горы и море. Автобусная станция находится недалеко, буквально в 700-ах метрах.  На общественном транспорте можно проехать весь южный берег Крыма."
1-комн. кв., 34,7 м, 5/5 этаж;https://krym.cian.ru/sale/flat/243433575/;4 032 245 ;Республика КрымЯлтаулица Красных Партизан5;"ID:21018. Предлагаем к продаже просторную 1-комнатную квартиру в Ялте, ул. Красных Партизан.

5-й этаж 5-этажного дома, проект - грузинка, общая площадь 34,7 кв.м, из них комната 17,5 кв.м, застекленная лоджия  8,2 кв.м, кухня 5,8 кв.м, санузел совмещенный.

Все коммуникации, отопление централизованное, установлен бойлер, стиральная машина, заменены окна.

Тихий обжитой район, рядом остановка маршруток, супермаркет и магазины."
2-комн. кв., 57,9 м, 8/9 этаж;https://krym.cian.ru/sale/flat/222784147/;5 200 000 ;Республика КрымАлушта городской округПартенит пгтулица Парковая;"Объект с балконом и прямым видом на море в пгт. Партенит.
 Находится в новом жилом комплексе, на 8-м этаже 9 этажного дома.
 В подъезде охрана, бесшумный лифт.
 Общая площадь 57,9 кв. м. 
 Планировка свободная, без перегородок, позволяющая спланировать пространство на Ваш вкус. 
 Два выхода на видовой незастекленный балкон.
 Заведены все коммуникации: электричество, вода, канализация.
 Жилой комплекс находится напротив проходной санатория Крым, паркинг, магазины, остановка общ. транспорта в 100 метрах.
 На закрытой территории  детская площадка, зона отдыха и загара у бассейна, беседка.
 Цена: 5 200 000 руб."
Студия, 39,5 м, 2/4 этаж;https://krym.cian.ru/sale/flat/226645949/;5 310 000 ;Республика КрымЯлтаулица Красина3;"Недвижимость в Крыму.  Квартира в Ялте. Продается квартира с отделкой ""под ключ"" в новом стильном жилом комплексе, в тихом, зеленом районе Ялты, с потрясающим видом на море, горы и всю Ялту. 
Квартира-студия с видом на горы, на 2-м этаже 4-х этажного дома, общей площадью 39,5м2. Комната 30м2, санузел 4,5м2, балкон 4,9м2. Квартира полностью готова к проживанию,  продается с качественным европейским ремонтом, установленной кухонной техникой , мебелью, посудой и постельным бельем. Санузел оборудован сантехникой бельгийских и немецких производителей, на полу Австрийский ламинат премиум-класса!   Автономная Японская климат-система : мультисплит. Удобное Расположение розеточных групп и выключателей освещения. Счетчики на воду и электроэнергию. Также в квартире не только автономное отопление и горячая вода (бойлер), но и своя система вентиляции и кондиционирования. Фасад квартры утеплен минеральной ватой слоем 100мм. 
Это современный жилой комплекс ,выполненный по индивидуальному европейскому проекту, на обособленной территории, в экологически чистом районе Ялты, в окружении леса и виноградников,  и красивейшей панорамой моря (в районе ""Поляны Сказок"", дельфинария и ТРЦ ""Конфетти"" ). Комплекс находится на закрытой , круглосуточно охраняемой территории, с пропускной системой, под видеонаблюдением, с консьерж-сервисом. На территории есть детская площадка, мангальная площадка, зоны отдыха и барбекю. Для комфорта и безопасности жителей комплекса автомобильная парковка вынесена за пределы комплекса и находится рядом. К жилому комплексу очень удобный подъезд с федеральной трассы , что позволяет избежать пробок в летнее время.   Все документы на квартиру в порядке и готовы к продаже."
1-комн. кв., 54 м, 1/12 этаж;https://krym.cian.ru/sale/flat/249632966/;4 200 000 ;Республика КрымЯлта городской округГаспра пгтшоссе Севастопольское52П;"В новом премиальном жилом комплексе ""Александрия"" продается квартира, свободной планировки, общей площадью 54.0 м2. Квартира расположена на 1м этаже трехсекционного 12-этажного здания.  Имеет широкий балкон площадью 3.5 м2, с которого открывается панорамный вид на море и горы. 

Квартира подготовлена к чистовому ремонту: установлены стеклопакеты, ровные полы и стены. Подведены узлы учета силовых электросетей, системы холодного и горячего водоснабжения, панельные радиаторы. Высота потолков  3.3 метра.

Инфраструктура комплекса: резервуар с питьевой водой на 1000 куб. м., персональная трансформаторная подстанция, автоматическая газовая котельная, цифровая телефонная станция, круглосуточная охрана и видеонаблюдение. На территории располагаются действующий SPA-центр с закрытым бассейном, ресторан, детская площадка, двухуровневый подземный паркинг и открытая гостевая парковка, тренажерный зал, а также спортивный городок на свежем воздухе, солярии, зона барбекю, беседки в тени парка для отдыха, а также две игровые площадки. Расстояние до моря и пляжей всего 800 метров. В пешей доступности расположены магазины, кафе, школа и детский сад. Все варианты покупки и аренды недвижимости - за 0 % комиссии. Все объекты проверяются."
2-комн. кв., 42 м, 2/5 этаж;https://krym.cian.ru/sale/flat/247346665/;3 999 000 ;Республика КрымЯлтаулица Григорьева44;Отличная , тёплая , сухая , уютная 2 х. Квартира ! Чистый подъезд, окна на две стороны, видео море ! Есть одно стеклопластиков окно ! Это самая низкая цена , на данный момент в Ялте! Подходит под Ипотеку , субсидии и т . д . Один собственник ! Документы , готовы к сделке !
3-комн. кв., 68 м, 3/5 этаж;https://krym.cian.ru/sale/flat/168723095/;4 800 000 ;Республика КрымЯлта городской округГаспра пгтулица Тамарлы24к1;Продается 3х квартира в уютном районе пос. Гаспра в самом центре, 3/5 эт, грузинка, общая площадь 78 м2, жилые комнаты изолированные 17 м2 + 17 м2 + 12 м2, кухня 7 м2 ( соединение с лоджией, что значительно увеличивает полезную площадь кухни), санузел раздельный, лоджия 8 м2 с выходами на кухню и в зал, и лоджия 8м2 выход со спальни . Квартира в хорошем ухоженном состоянии, на лоджии стоят пластиковые окна, хорошая входная дверь. В квартире есть газ. Из окон открывается вид на море и горы. До моря 30 мин ходьбы через парк санатория Ясная Поляна. До парка санатория Ясная Поляна 15 мин ходьбы. Прямо на пляж можно добраться очень легко и экзотично  с помощью канатной дороги санатория Ясная Поляна (возможно приобретения абонемента), либо традиционно  на маршрутке. Вся инфраструктура находится в непосредственной близости: рядом продуктовые торговые точки, множество магазинов, транспортная развязка в 5-ти минутах.
2-комн. кв., 60 м, 1/4 этаж;https://krym.cian.ru/sale/flat/205724623/;5 000 000 ;Республика КрымЯлтаулица Радужная2;2 комнатная квартира в экологически чистом районе Ялты, вдали от городской суеты по ул.Радужная  ( район горгаза ), расположенная на 1 этаже 4 этажного дома, построенного в 2010 году. Квартира имеет отдельный вход с общего двора дома и огороженный участок земли (около 0.6 сотки) в личном пользовании. Общая площадь квартиры составляет 60 м2. Жилая площадь  35 м2, кухня  10,8 м2, санузел совмещенный  3,5 м2. В квартире выполнен косметический ремонт, проведено автономное газовое отопление. Высота потолков  2,9 м. Продается с мебелью и техникой. Рядом остановка общественного транспорта, элитные частные дома, коттеджи. Несмотря на то, что дом находится вдали от городской суеты и загазованности центральной части Ялты, пешком за 20 мин. можно дойти до овощного рынка. Идеальный район для людей, страдающих бронхо-лёгочными заболеваниями.
2-комн. кв., 48 м, 2/5 этаж;https://krym.cian.ru/sale/flat/233080163/;5 400 000 ;Республика КрымЯлтаулица Московская47;Квартира без ремонта,хороший район центр Ялты, ремонт надо делать  будет продаваться в конце августа, начале сентября, сейчас можно дать задаток.
2-комн. кв., 66,3 м, 7/9 этаж;https://krym.cian.ru/sale/flat/231127373/;5 500 000 ;Республика КрымЯлтаулица Тимирязева29;"ДОКУМЕНТЫ РОССИЙСКОГО ОБРАЗЦА ГОТОВЫ К СДЕЛКЕ!!!!
  Предлагается к покупке двухкомнатная квартира, улучшенной планировки, расположенная на улице Тимирязева в городе Ялта. Квартира находится на седьмом этаже девятиэтажного дома. 
  Квартира общей площадью 66,3 м2 (включая два балкона). На жилую площадь приходится 31,1 м2 (комнаты по 17,7 м2 и 13,4 м2). В квартире достаточно просторная кухня, площадь которой 9,4 м2.  Данная планировка квартиры предусматривает наличие двух достаточно больших коридоров 4,4 м2 и 6,6 м2. Санузел раздельный.
  В квартире сделан ремонт. Отопление с центрального заменено на электрическое, что позволяет значительно экономить на коммунальных платежах. На горячую воду установлен бойлер. 
  Дом, в котором расположена квартира, находится в районе с хорошей инфраструктурой.  Рядом с домом несколько продуктовых магазинов, супермаркет, детские площадки, аптека, магазин бытовой химии Чистый дом, овощная лавка, хлебный и мясной павильоны. В пешей доступности от дома расположен детский сад Катюша, Екатериненский рынок. Дорога до Центра Ялты займет не более 10 минут езды на автомобиле, а к ближайшему пляжу Ялты не более 7 минут. Непосредственная близость к Южнобережному шоссе позволит избежать попадания в городские пробки. Неподалеку есть фитнесс  зал, и тренажерный зал."
2-комн. кв., 64 м, 8/9 этаж;https://krym.cian.ru/sale/flat/245105272/;5 700 000 ;Республика КрымЯлтаулица Крупской20к2;"Предлагаем купить двухкомнатную квартиру в Ялте на улице Крупской, с панорамным видом на горы.
 Квартира расположена на восьмом этаже девятиэтажного дома.
 Общая площадь квартиры  64 кв.м. 
Раздельные комнаты  1я  17,6 кв.м, комната   2-я 12,4 кв.м., кухня-9,5 м2., большая прихожая. Санузел совмещен, высота потолка 2,7 м.
Хороший подъезд, электричество, центральное отопление, газовая плита. 
Квартира очень светлая и теплая. Неоспоримым бонусом этой квартиры является площадь лоджий, за счет которой  увеличивается площадь комнаты и кухни. 
Хороший район. В 10 минутах ходьбы от дома находится овощной рынок, аптека, крупные супермаркеты. 
Отличная транспортная развязка, остановка общественного транспорта."
2-комн. кв., 50 м, 2/2 этаж;https://krym.cian.ru/sale/flat/247080807/;5 500 000 ;Республика КрымЯлтаулица Кирова;"Продажа двухкомнатной квартиры по ул. Кирова (район, остановка Спартак).
    Общая площадь квартиры 49.3 кв. м.плюс 21.4. второй этаж (не жилой)
На первом этаже квартиры, большая кухня столовая 15 кв.м. жилая площадь комнат 25.8 кв.м. (16.5 +9.3 кв.м.). Комнаты светлые и просторные. Окна и двери сделаны из натурального дерева. С\у совмещен.
Квартира расположена на  втором этаже двухэтажного дома (старый фонд).
 Большой плюс ,установлен двухконтурный котел, индивидуальное отопление.
     Второй этаж идеально подходит под сдачу. Отдельный вход, по винтовой лестнице. Комната 21.4.кв.м. Есть отдельный с\узел (совмещенный) на этаже. Установлена газовая колонка, для подачи горячей воды.
 Продажа с мебелью и техникой. 
   Есть помещения под сарай 14.7 кв.м и котельная 3.1. квм.
Закрытый двор на три квартиры.
Прекрасное месторасположение квартиры, в пошаговой доступности остановка Спартак ,рынок, поликлиника, прекрасно развита инфраструктура. Отличная транспортная развязка.
    Дорога к набережной занимает 15 минут пешком.
Один собственник.
Цена 5500 000 рублей или 73 000 дол."
3-комн. кв., 82 м, 2/12 этаж;https://krym.cian.ru/sale/flat/222145055/;5 400 000 ;Республика КрымАлушта городской округПартенит пгтулица Победы15;Светлая уютная квартира с улучшенной планировкой. Комнаты все раздельные, большая кухня, две большие лоджии. Чистый подъезд, домофон. Рядом магазины, рынок, школа, банки, аптека. К морю 10 минут пешей прогулкой.
2-комн. кв., 63,8 м, 1/5 этаж;https://krym.cian.ru/sale/flat/235442473/;5 900 000 ;Республика КрымЯлтаулица Кирова;"Квартира продаётся с мебелью, в районе с хорошо развитой инфраструктурой. Разделена на 2 части, имеет 2 входа,  в каждой половине совмещенный санузел, кухня, гостиная, спальня. Удобный подъезд к квартире, есть место для машины. 
Рядом все необходимое для комфортного проживания: в нескольких минутах езды торговый центр, рядом магазины, аптеки, школа, детский сад, площадка, остановка общественного транспорта. До набережной и моря 10-20 минут. Отличные соседи! Хороший вариант для сдачи в аренду
Не откладывайте свою жизнь на завтра, мы ждём Вас для просмотра, до встречи!"
1-комн. кв., 20 м, 2/2 этаж;https://krym.cian.ru/sale/flat/248847926/;3 989 000 ;Республика КрымЯлтаулица Карла Маркса13;Есть ремонт все есть для проживания
2-комн. кв., 60 м, 1/2 этаж;https://krym.cian.ru/sale/flat/244192823/;5 750 000 ;Республика КрымЯлтапереулок Ступенчатый3;Продам Двухкомнатную квартиру на Ступенчатом переулке! Прoдаются две квapтиpы в одном дворe с мeбелью и тeхникoй:\n1. B 2-х эт. бутовом дoмe: oбщaя - 33.8, жилaя - 23,2 куxня - верандa - 4,4, coвмещенный сaнузел, пpиxoжая, oтдeльный вxод. Пo дoкументам 2 к.кв, пo факту пeрeoборудованa в 1 к.кв. После рeмонтa, пoтoлки 2,9. Кoндиционep, бойлeр, газ, интeрнет, WiFi, спутникoвое ТВ, счётчики нa воду и гaз, cтeклопакеты. Квартира сухая, солнечная, дом теплый, бутовый, стены 70 см. В доме 5 квартир, тихий двор. Рядом супермаркет, почта.\n2. В отдельно стоящем на земельном участке (придомовая территория)  1 эт. деревянном доме из сосны (2010 г. постройки) каркасно-щитовом по канадской технологии: общая - 34, жилая - 28,2 ( комната- 20, кухня- 6, санузел - 2,2), веранда, дворик, сарай. Кондиционер, теплый пол, интернет, WiFi. Квартиры расположены рядом. Отличный вариант для сдачи в аренду!
