название;ссылка;цена;адрес;описание
5-комн. кв., 71 м, 3/10 этаж;https://krym.cian.ru/sale/flat/243433748/;11 500 000 ;Республика КрымЯлта городской округГаспра пгтшоссе Севастопольское52П;ID:21159. Стильная новая 2-комнатная квартира в современном жилом комплексе! Сделано все по индивидуальному дизайн-проекту. Отличительной особенностью  является просторная  лоджия (17 кв.м.) с видом на парк и море, кухня-гостиная, спальня, санузел. Общая площадь 71 кв.м. Полная комплектация мебели и бытовой техники. Комплекс подходит как для отдыха, так и постоянного проживания.
3-комн. апарт., 85 м, 1/8 этаж;https://krym.cian.ru/sale/flat/197546629/;12 900 000 ;Республика КрымЯлта городской округГурзуф пгтнабережная Пушкина17;"ID 734
 
ВНИМАНИЕ!!!
 Продаются Апартаменты Наутилус в Гурзуфе.
 Общая площадь апартаментов 85 кв.м.
 Планировка апартаментов: 2 спальни; 2 санузла, ванная и душевая кабина; кухня-студия. 
 Окна студии выходят на южную сторону, непосредственно на набережную Апартаментов и пляж.
 Апартаменты расположены на 1-ом этаже.
 Комплекс апартаментов ""Наутилус"" находится в живописном и уютном уголке Гурзуфа, прямо на берегу Черного моря, откуда открывается великолепный вид горы Аю-Даг.
 Апартаменты на берегу моря S=85 кв.м. всего за 12 900 000 руб.
 
ЗВОНИТЕ ПРЯМО СЕЙЧАС!!!"
Уютная 3-к квартира у моря;https://krym.cian.ru/sale/flat/218953007/;11 250 000 ;Республика КрымЯлта городской округГаспра пгтшоссе Алупкинское62;"Продаётся уютная для проживания и отдыха 3-х комнатная квартира в ЖК ""Лазурный"", расположенном в пгт. Гаспра, на Южном берегу Крыма. Квартира расположена на 2 этаже и имеет площадь 87,7 кв.м. Из окон и балконов квартиры открывается великолепный вид на море и гору Ай-Петри. Две спальни и гостиная имеют выходы на балконы, обращённые на восточную и северную стороны, где будет прохладно в любую летнюю жару. В квартире просторный коридор, два санузла.
В строительстве ЖК ""Лазурный"" были использованы самые прочные и качественные материалы, соответствующие всем современным стандартам. Технология строительства  монолитно-каркасная, стены утеплены пенобетоном. На территории комплекса установлены автономная система водоснабжения и собственная котельная. Это обеспечивает не только отопление квартир, но и бесперебойную подачу холодной и горячей воды круглый год. Комплекс находится под круглосуточной охраной, имеется подземный паркинг. Обслуживание здания обходится 45 рублей в месяц плюс оплата по счётчикам.
ЖК ""Лазурный"" находится в 250 метрах от моря, на нижней дороге Южного берега Крыма  Алупкинском шоссе. Гаспра располагает самыми чистыми пляжами морского побережья Большой Ялты. Владельцам недвижимости в Гаспре предоставляется бесплатный вход на все пляжи пансионатов и санаториев посёлка."
Панорамный Апартамент в Гурзуфе;https://krym.cian.ru/sale/flat/245898419/;11 557 000 ;Республика КрымЯлта городской округпос. Даниловка;"Предлагаем апартамент общей площадью 91,5 кв.м. ( в т.ч. 6 кв.м. балкон) с прекрасным панорамным видом. Апартамент имеет свободную планировку, расположен на 5-ом этаже, нового 11-ти этажного дома. Главным преимуществом этого дома является, прежде всего, его месторасположение.
Дом находится на закрытой территории санатория Ай-Даниль, в окружении зелени, хвойных деревьев и в непосредственной близости к морю. Дом погрузился в тишину и спокойствие. У будущих жильцов этого дома, будет уникальная возможность, открыв просторные окна, наслаждаться чистейшим воздухом и невероятно прекрасными панорамными видами на море, гору Аю-Даг и Гурзуф!  
 Широкие комнаты, большое количество окон и свободная планировка позволяет
спланировать площадь по своему усмотрению. Высота потолков 3,1 м. Установлены хорошие входные двери. Система отопления  электро. Проход к пляжу по территории парка около 200 м. Сам пляж закрыт для посторонних посетителей, оборудован навесами, душем, деревянными дорожками для прохода к морю. На пляже оборудованная набережная аллея протяженностью 340 метров. Возле дома есть зона парковки.
В наши дни Даниловка (Ай-Даниль) - один  из самых тихих и экологически чистых
поселков Южного берега Крыма. Поселок окружают можжевеловые рощи и заповедник на мысе Мартьян. Здесь же расположена крупнейшая здравница - санаторий ""Ай-Даниль"" с великолепным парком, пляжем и развитой инфраструктурой отдыха.
На территории санатория: крытый и открытый бассейн с морской водой, теннисный корт, бильярдная, тренажерный зал, продовольственный магазин, бар и ресторан. 
У жильцов дома есть доступ к оздоровительному центру санатория, который специализируется на профилактике и лечении различных заболеваний: сердечно-сосудистых систем, функциональных расстройств нервной системы и общего оздоровления организма. Лечебная база комплекса ""Ай-Даниль"" считается  одной из лучших среди санаториев Крыма.
На апартамент получены кадастровые паспорта и право собственности российского образца."
4-комн. кв., 150 м, 1/12 этаж;https://krym.cian.ru/sale/flat/243433403/;10 000 000 ;Республика КрымЯлта городской округГурзуф пгтулица Строителей12;"ID:20841. Предлагаем к приобретению современную квартиру в новом доме на закрытой территории состояшую из двух уровней, расположена на 1-м этаже 12-ти этажного дома, общей площадью 150 кв.м.

Первый уровень: просторная кухня-гостиная, ванная комната, прачечная, прихожая.

Второй уровень: три спальни (одна проходная), ванная комната, гардеробная.

Выполнен ремонт, обставлена мебелью, на горячую воду установлен бойлер, полы с подогревом. В квартире два входа.

Закрытая, облагороженная территория комплекса, магазин, детская площадка, открытый большой плавательный бассейн. Удаленность от моря 400 метров."
Апартамент в комплексе у моря;https://krym.cian.ru/sale/flat/225958905/;15 940 071 ;Республика КрымЯлта городской округНикита пгт57;"Продаются апартаменты в пос. Никита, в жилом комплексе ""Сон у моря"" с собственной картой пляжа.

Апартаменты расположены на 3-м этаже  12 ти этажного дома, общей площадью 97,2 кв.м. Состоят из: кухни-гостиной, двух спален, застекленного балкона,  открытого балкона,  2х совмещенных  с\у. Выполнен красивый современный ремонт. Квартира полностью готова для проживания, продаётся с полным комплектом  бытовой техники и мебелью, установлены кондиционеры. 
Закрытая территория комплекса под охраной, имеются места для автомобилей. В 100 метрах от дома благоустроенный пляж. На территории комплекса - два ресторана, кафе, спа-центр, плавательный бассейн, спортзал. Цена 210 000 долларов."
2-комн. кв., 56,8 м, 1/15 этаж;https://krym.cian.ru/sale/flat/243791697/;12 000 000 ;Республика КрымЯлта городской округКореиз пгтшоссе Севастопольское45;"КУПИТЬ КВАРТИРУ ВЫГОДНО И БЕЗ РИСКА!

 

Продажа 2 ком. кв. площадью 56,8 кв.м. на 1 этаже 15 этажного здания! Расположена в ЖК ""Респект Холл"" пгт. Кореиз, Ялта, который был сдан в 2008 году. Квартира полностью с ремонтом, мебелью и техникой, имеет террасу 6,5 кв.м., несмотря на 1 этаж имеется вид на море!

 

Так же в комплексе имеются на продаже другие квартиры площадью от 57 и заканчивая пентхаусом на 646 кв.м. Ухоженная территория комплекса, занимающая площадь в 3 гектара, располагает к прогулкам по парку, в котором много зелени, многолетних деревьев и цветущих кустарников.

 

На территории есть храм-часовня. Жители и гости комплекса могут пользоваться открытой и подземной парковкой, теннисным кортом, открытым и закрытым бассейном, детской площадкой.

 

Из комплекса ведёт канатная дорога (бесплатная для жителей и гостей комплекса) на собственный пляж, один из лучших на Южном берегу Крыма. Он благоустроен и ухожен: шезлонги, солярий, джакузи, прокат водных мотоциклов, детский инвентарь. Этот комплекс зарекомендовал себя высоким сервисом и большим выбором услуг для комфортной жизни и сезонного отдыха. Отель располагает собственным SPA-комплексом, в нём имеются два бассейна с морской водой, тренажёрный зал, бани, массажные кабинеты. Квартира с правом прописки и городскими тарифами на электричество.

 

Оплата обслуживания, включая холодную, горячую воду, отопление, за кв м площади квартиры 130 рублей.

 

Если вы мечтали иметь собственные квадратные метры возле моря сейчас самое время приобретать!"
3-комн. кв., 103 м, 2/2 этаж;https://krym.cian.ru/sale/flat/243432975/;12 600 000 ;Республика КрымЯлта городской округЛивадия пгтулица Батурина28;"ID:13863. 3-комнатная квартира в Ливадии полностью готовая к проживанию.

Квартира расположена на 3-м этаже 3-этажного дома, общая площадь -103 кв.м. Выполнен качественный ремонт, полная комплектация мебели и техники. Индивидуальное отопление- двухконтурный газовый котел.

Свой двор."
2-комн. кв., 59,7 м, 4/5 этаж;https://krym.cian.ru/sale/flat/189278078/;15 940 071 ;Республика КрымЯлта городской округЛивадия пгтулица Батурина42;"Продается 2к квартира в тихом пригороде Ялты, п.Ливадия, расположенная среди зелени парка, в элитном жилом комплексе Император. Квартира расположена на 4 этаже 5-этажного клубного дома. Общая площадь квартиры 59,7кв.м. В квартире одна изолированная спальня, с выходом на большую открытую террасу, большой санузел,а также просторная кухня-студия.

В квартире сделан ремонт, продается с мебелью и техникой.

Большие витражные окна квартиры выходят в кроны деревьев. Хорошо охраняемый клубный дом скрыт зеленью парка от посторонних глаз, городской суеты, шума и пыли. За воротами комплекса тихий благоустроенный двор, французские лужайки, брусчатка, топиарные формы, подстриженные заботливыми руками садовника.

Клубный дом Император оснащен всеми необходимыми системами и технологиями: автоматические радиоуправляемые ворота, скоростные бесшумные лифты, система бесперебойного электро- и водоснабжения, автономная газовая котельная, современная система внутренней безопасности с множеством датчиков и камер видеонаблюдения по периметру здания, кабельное и спутниковое телевидение, высокоскоростной Интернет. На эксплуатируемой крыше дома расположен 17-метровый открытый бассейн, в цоколе здания закрытый подземный паркинг. В комплексе предусмотрена собственная служба эксплуатации, консьерж, круглосуточная охрана территории.

Комплекс расположен в зеленой парковой зоне, в окружении реликтовых кедров, цветущей глицинии, всего в 150 метрах от первой летней резиденции императора Александра II и второй летней резиденции Николая II знаменитого Ливадийского дворца.

Клубный дом Император  это возможность комфортного проживания и отдыха в тихом зеленом пригороде Ялты, из которого, тем не менее, всего за 10 минут по хорошей дороге легко добраться к чистому ливадийскому пляжу или в центральную часть города. Приятным бонусом будет паркоместо, расположенное в подземном паркинге."
2-комн. кв., 90 м, 2/10 этаж;https://krym.cian.ru/sale/flat/248534232/;11 385 765 ;Республика КрымАлушта городской округПартенит пгтулица Победы1;"Арт. 21843874 Продается 2-к.квартира в новом доме в Партените, расположенном по ул.Победы, рядом с санаторием Крым. 2/10 дома, общая площадь 90 кв.м, два больших открытых балкона с видом на кипарисы. Квартира с новым дизайнерским ремонтом, итальянской мебелью, бытовой техникой Siemens и Bosch, полностью готова к проживанию,делалась для себя. В доме: служба reception, круглосуточная охрана, 2 лифта ""Thyssen krupp"" (пр-во Германия) бесшумные, резервное водоснабжение (25 м. куб.), централизованное отопление, подземный паркинг, парковка, минимаркет. Система охранной сигнализации, видео наблюдения, пожарной сигнализации.Телефон, Интернет Wi-Fi, Спутниковое телевидение. Дом расположен в непосредственной близости с парковой зоной, к морю 300 метров, спуск пологий."
3-комн. кв., 95,2 м, 3/9 этаж;https://krym.cian.ru/sale/flat/243433480/;12 500 000 ;Республика КрымЯлта городской округГурзуф пгтулица Ялтинская16;"ID:20926. Предлагаем к приобретению трехкомнатную квартиру в новом жилом комплексе Гурзуфа, общей площадью 95,2 кв.м, которая находится на 3-м этаже 9-этажного дома. Планировка квартиры: 2 спальни, кухня-студия, санузел, большая открытая терраса. В квартире выполнен качественный ремонт с использованием материалов европейского производства, установлена мебель и техника. Вид на горы, во двор и бассейн. На территории комплекса есть парковка, магазины, кафе, детская площадка, зоны отдыха, рядом находится знаменитый лагерь ""Артек""."
2-комн. кв., 63 м, 5/12 этаж;https://krym.cian.ru/sale/flat/249163808/;15 000 000 ;Республика КрымЯлта городской округГурзуф пгтулица Ялтинская14;"Супер квартира в новом респектабельном комплексе премиум-класса Гурзуф Ривьера панорамным видом на море, побережье Гурзуфа, скалы Адалары
Квартира общей площадью 63 кв.м., с панорамным остеклением. Также в дополнении ко всему есть большая видовая терраса 13 кв.м., которая открывает вид на побережье Гурзуфа. С квартиры открывается панорамный вид на море , скалы Адалары , Медведь гору.

Квартира продается с отделкой: 
прихожая с гардеробной;
совмещенный;
спальня в светлых тонах;
гостиная-кухня;
панорамные окна с выходом на балкон с видом на море;
балкон с витражным остеклением - способствует прекрасному открытому виду из окон. 
Выполнен качественный ремонт из хороших материалов, есть мебель, современная бытовая техника, включая кондиционер, сантехнику. 
Обслуживание осуществляется управляющей компании  Ривьера-Менеджмент.
Комплекс имеет развитую инфраструктуру, в которую входит
салон красоты;
консьерж сервис;
два бассейна (открытый, закрытый);
бар у бассейна;
ресторан с открытой террасой;
тренажерный зал;
 конференц-зал;
СПА центр;
банный комплекс;
детский центр с развивающейся студией;
детская зона в СПА."
2-комн. апарт., 95 м, 1/19 этаж;https://krym.cian.ru/sale/flat/203852382/;10 400 000 ;Республика КрымЯлта городской округКореиз пгтшоссе Севастопольское45;"В самом популярном курортном поселке Южного Берега Крыма, у подножия живописного Ай-Петри, расположен один из самых лучших жилых комплексов побережья с самой развитой инфраструктурой. Комплекс включает в себя корпус ""Башня"" и ""Парус"". На закрытой территории площадью 3 Га находятся один из лучших на побережье СПА комплекс с открытым бассейном, рестораны, кафе, парк, детские игровые площадки, маленький зоопарк, теннисные корты, спортзал, вертолетная площадка и небольшая часовня. На свой оборудованный пляж доставляет канатная дорога. 
В корпусе ""Башня"" продается большая двухкомнатная квартира общей площадью 95,6 квадратных метров. Квартира спланирована как двухкомнатная с большой гостиной, площадью почти 50 кв. м, спальни и ванной комнаты совмещенной с сан узлом. Открытая терраса по периметру квартиры, выход на нее возможен из любой комнаты. С террасы открывается красивый вид на море и живописные склоны побережья. 
Отделка выполнена на самом высоком уровне. В спальне пол из массива дуба в гостиной из мрамора. Спальня оборудована мебелью, спальный гарнитур и шкаф купе. Ванная комната оснащена всей необходимой сантехникой.
Статус квартиры (с пропиской). Документы подготовлены к продаже в соответствии с законодательством РФ. Лучшее ценовое предложение в комплексе Респект Холл!!!
От собственника! Без комиссии!


 
Номер лота: 4023832."
2-комн. кв., 105,2 м, 5/9 этаж;https://krym.cian.ru/sale/flat/231759339/;10 500 000 ;Республика КрымЯлта городской округОреанда пгт3Б;"К продаже представлена видовая квартира в Ливадии, в комплексе Царская тропа, который расположен в зеленой зоне Ялты, в Ливадии.

Квартира ОП 105,2 кв.м, с 3 балконами -123м. Свободноая планировка, и черновой отделкой, с возможностью перепланировать её по вашему дизайну, предусмотрено место под 2 с/у.

В квартиру заведены все коммуникации.

Отопление за счет крышной котельной.

Балкон с видом на море. Квартира очень светлая благодаря большому количеству окон. Просторная придомовая территория комплекса, гостевая парковка. Есть крытый паркинг с возможностью выкупа паркоместа.

Территория закрытая и охраняемая.

В доме грузовой и пассажирский  лифт.

п. Ореанда 3б

Комплекс расположен в живописном и тихом месте в 2 км от центра Ялты. 700 метров от Ливадийского дворца, Царская тропа, хороший спуск к пляжу. В поселке есть 2 магазина и остановка общественного транспорта, так же можно легко добраться до центра Ливадии по Царской тропе. На пляж спуск займет 15 минут через санаторий нижняя Ореанда.

Квартира от собственника

Возможен торг"
3-комн. кв., 100 м, 6/6 этаж;https://krym.cian.ru/sale/flat/233524399/;13 000 000 ;Республика КрымЯлта городской округКореиз пгтшоссе Кореизское2;"Недвижимость в Крыму. Квартира в Ялте у моря! Продается квартира в Большой Ялте, в живописном поселке Кореиз, всего в 200метрах от моря, около старинного парка!
Супер видовая квартира с панорамным видом на море и горы, с просторной террасой, на 6 этаже, с общей площадью 100м2. В квартиру заведены все коммуникации: бесперебойный водопровод, электричество, канализация, принудительная вентиляция. Квартира продается под черновую отделку, что позволит Вам воплотить свои дизайнерские идеи. Так же есть возможность заказать ремонт квартиры у застройщика ""под ключ"". Возле дома предусмотрены парковочные места.
О комплексе: 6-этажный современный жилой дом клубного типа, построен по монолитно-каркасной технологии с заполнением газоблоками, алюминиевые оконные системы, утепление фасада минераловатными плитами. ЖК состоит из 36 квартир. К дому легко можно подъехать с двух сторон. Комплекс оснащен современной системой безопасности, закрытая огороженная территория, по периметру установлены видеокамеры. К морю 5мин ходьбы через красивый парк. Дом расположен на территории пгт. Кореиз по соседству с большой парковой зоной санатория ""Мисхор"", ""Дюльбер"", ""Морской Прибой"". Этот старинный поселок курортного типа находится на южном берегу Крымского полуострова, всего в 12 километрах от шумной Ялты. В поселке отличная транспортная развязка и инфраструктура. В непосредственной близости расположены: магазины, аптеки, кафе, рестораны, остановки общественного транспорта, ТРЦ, нижняя станция канатной дороги на гору Ай-Петри, санаторий ""Ай-Петри"" с большой лечебной базой и пляжной картой протяженностью более 500 метров, многочисленные парки и зеленые зоны вокруг дома. Дом введен в эксплуатацию и почти весь заселен. На квартиру получены российские документы, статус-жилая квартира с правом прописки. Документы готовы к продаже."
1-комн. апарт., 86 м, 5/14 этаж;https://krym.cian.ru/sale/flat/231764861/;10 000 000 ;Республика КрымЯлта городской округКурпаты пгтшоссе Алупкинское12В;"ID 1389
Продаются элитные 1-комнатные апартаменты площадью 86 кв.м. в жилом комплексе ЮЖНАЯ ПАЛЬМИРА на 5 этаже в 14 этажном доме.
Рядом расположен SPA-центр отеля ПАЛЬМИРА ПАЛАС.
К Вашим услугам вся необходимая инфраструктура:
- в нескольких шагах от здания расположен оборудованный галечный пляж;
- высокий уровень безопасности обеспечивает круглосуточная охрана  и  видеонаблюдение по периметру здания;
В комплексе система резервного электроснабжения, индивидуальное отопление через электро-котлы. 
Апартаменты общей S=86 кв.м. всего за 10 000 000 рублей.
Документы РФ.
Звоните прямо сейчас!"
3-комн. кв., 122,6 м, 10/13 этаж;https://krym.cian.ru/sale/flat/247011458/;13 486 000 ;Республика КрымЯлта городской округГурзуф пгтулица Ялтинская12А;"Арт. 44192594 Продаётся просторная 3-х комнатная квартира общей площадью 123 кв.м., расположенная на 10 этаже 13 этажного жилого комплекса ""Шато Лувр"".

Удобная планировка: 3 жилых комнаты и просторная кухня-гостиная (30 кв.м.), 2 раздельных санузла, комната для хранения, одна из трех комнат - с панорамным остеклением (25 кв.м). Также в квартире два просторных балкона-террасы по 8,5 кв.м., с которых открывается великолепный вид на крымские горы и море.
В квартиру подведены все коммуникации.

ЖК Шато Лувр представляет собой атриумное здание  как пример ""эко-архитектуры"". В центральной части здания расположен красивый холл-атриум - идеальное место для встреч и отдыха. Места общего пользования, лестничные площадки и холлы отделаны высококачественными материалами. Жилой дом состоит из 220 квартир со встроенными помещениями общественного назначения с подземным паркингом.

Инфраструктура комплекса:
- Управляющая компания
- Консьерж-служба
- Охраняемая территория с видеонаблюдением
- Детская площадка
- Закрытые паркинги для авто
- Продажа нежилых помещений под дополнительное развитие инфраструктуры

ЖК Шато Лувр располагается в одном из живописных поселков ЮБК - Гурзуфе, рядом со знаменитым детским лагерем ""Артек"", в уникальном месте, прекрасном климатическом курорте, красивейшем уголке Земли, воспетом поэтами. На берегу Черного моря, между городами Ялта (11 км) и Алуштой (17 км).

Пешком до моря 20 минут прогулочным шагом, на машине 5 минут."
2-комн. кв., 98 м, 10/13 этаж;https://krym.cian.ru/sale/flat/247011438/;13 700 000 ;Республика КрымЯлта городской округГурзуф пгтулица Ялтинская16;"Арт. 44165027 Продается квартира в ЖК"" Шато Ришелье"" площадью 98 кв.м на 10 этаже 13 этажного дома. Жилищный комплекс расположен в одном из самых живописных мест Южного Берега Крыма пгт. Гурзуф, на берегу Черного моря, между городами Ялта (11км) и Алушта (17км).
В квартиру подведены все коммуникации. Удобная планировка: две жилые комнаты, кухня-гостиная, совмещенный санузел. С балкона открывается великолепный вид на море и крымские горы. Пешком идти к морю 20 мин, на машине 5 мин.
На закрытой территории жилого комплекса имеются  бассейн (детский и взрослый),  продуктовый магазин, паркинг, сервисно-эксплутационная служба,автономная газовая котельная. А также имеется системы охранной и пожарной сигнализации.
Стоимость обслуживания составляет - 56 руб за 1 кв.м. Оплата электроэнергии, отопления и водоснабжения, производиться по счетчикам в соответствии с государственными тарифами."
2-комн. кв., 135 м, 5/13 этаж;https://krym.cian.ru/sale/flat/247011444/;15 900 000 ;Республика КрымЯлта городской округГурзуф пгтулица Ялтинская16;"Арт. 44166722 Продается квартира в ЖК ""Шато Ришелье"" площадью 135 кв.м на 5 этаже 13 этажного дома. Жилой комплекс расположен в одном из самых живописных мест Южного Берега Крыма пгт Гурзуф. На берегу Черного моря, между городами Ялта (11 км) и Алушта (17 км).
В квартиру подведены все коммуникации. Удобная планировка: 2 жилые комнаты, кухня, 2 санузла. С балкона открывается великолепный вид на море и крымские горы. Пешком идти до моря 20 мин, на машине 5 мин.
На территории имеются  бассейны (детский и взрослый) продуктовый магазин, сервисно-эксплутационная служба, автономная газовая котельная. Имеется системы охранной и пожарной сигнализации.
Стоимость обслуживания составляет - 56 руб. за кв.м. Оплата электроэнергии, отопления и водоснабжения, производиться по счетчикам в соответствии с государственными тарифами."
3-комн. кв., 119 м, 10/13 этаж;https://krym.cian.ru/sale/flat/247011443/;15 000 000 ;Республика КрымЯлта городской округГурзуф пгтулица Ялтинская16;"Арт. 44166189 Продается квартира в ЖК ""Шато Ришелье""площадью 119 кв.м на 10 этаже 13 этажного дома. Жилой комплекс расположен в одном из самых живописных мест Южного Берега Крыма пгт Гурзуф. На берегу Черного моря, между городами Ялта (11 км) и Алушта (17 км).
В квартиру подведены все коммуникации. Удобная планировка: 3 жилые комнаты, кухня, 2 санузла. С балкона открывается великолепный вид на море и крымские горы. Пешком идти до моря 20 мин, на машине 5 мин.
На территории имеются  бассейны (детский и взрослый) продуктовый магазин, сервисно-эксплутационная служба, автономная газовая котельная. Имеется системы охранной и пожарной сигнализации.
Стоимость обслуживания составляет - 56 руб. за кв.м. Оплата электроэнергии, отопления и водоснабжения, производиться по счетчикам в соответствии с государственными тарифами."
2-комн. апарт., 80 м, 7/10 этаж;https://krym.cian.ru/sale/flat/248534293/;14 700 000 ;Республика КрымЯлта городской округОреанда пгтпереулок Солнечный7;Арт. 21845924 Продажа 2-комнатной квартиры в пгт. Ореанда. Квартира расположена на 7-этаже нового 10- этажного дома. Общая площадь 80,6 кв.м. (из них 2 кв.м. - балкон). Две отдельные спальни, кухня, прихожая, совмещенный санузел, балкон. Ремонт 2017 года, в квартире никто не жил, дорогая мебель и техника. Дом находится в окружении зелени, рядом проходит знаменитая Солнечная тропа.
2-комн. апарт., 80,5 м, 5/7 этаж;https://krym.cian.ru/sale/flat/248748387/;12 477 500 ;Республика КрымЯлта городской округГурзуф пгтулица Ялтинская14литЗ;"Купить недвижимость для комфотного отдыха на территории Большой Ялты. можно уже сегодня.
Предлагаем купить апартаменты в уютном поселке Южного Берега Крыма. Апартаменты в Гурзуфе лучшее предложение для комфотного отдыха.
Мягкий и теплый климат, солнце и море,хвойный лес, сочетание превосходного вида их окна и чистого морского и горного воздуха подарит Вам отличный заряд бодрости. Расстояние до моря всего 250м.
Апартаменты расположены на шестом этаже семиэтажного нового здания в элитном комплексе. Апартаменты имеют панорамный вид на море и Медведь гору.
В апартаментах выполнен современный дизайнерский ремонт. Апартаменты оснащены бытовой техникой и мебелью.
Остекление выполнено из алюминиевого профиля со стеклопакетом из закаленного мультифунционального стекла, что позволяет сохранять тепло зимой и защищает от перегрева летом 
Ограждения балкона выполнено из закаленного стекла, что дает возможность беспрепятственно наслаждаться панорамным видом 
Отделка общественных зон и помещении, террас, балконов выполняется на высоком уровне и с использованием высококачественных материалов.
В инфраструктуру комплекса входят:
Ресторан с кухнеи на основе натуральных продуктов Крыма и даров Черного моря 
Спа с применением методик Аюрведы 
Сауна с комнатои отдыха.
Теннисные корты с грунтовым покрытием 
Тренажерныи зал 
Детская площадка 
Игровая комната для детеи 
Паркинг
Пляж
Кладовые помещения
ВЫ ДОСТОЙНЫ ЗАВТРАКАТЬ С ТАКИМ ВИДОМ!
ЗВОНИТЕ СКОРЕЕ!!!
Номер лота: 4023757."
